report_period,report_year,report_month,source_file,project_code,project_name,agency,approval_date,original_doc,revised_doc,anticipated_doc,original_cost_cr,revised_cost_cr,anticipated_cost_cr,cost_overrun_cr,cost_overrun_pct,cumulative_expenditure_cr,physical_progress_pct,financial_progress_pct,financial_vs_physical_gap_pct,time_overrun_months,delay_risk_level,root_cause_category,delay_narrative,sector,state,cost_escalation_ratio,expenditure_burn_ratio,log_original_cost,fund_drain_anomaly_flag,planned_duration_months,root_cause,delay_duration_days,risk_level
AUG-2003,2003,AUG,MonthlyFR_aug_2003.pdf,MOSPI_2003_DHDTMSQPRO,"DHDT & M.S.Q PROJECT, MATHURA REFINERY (IOCL)",IOCL,8/2001,8/2004,,12/2004,1483.0,,1755.0,272.0,18.34,317.93,21.44,21.44,0.0,4.0,Medium,General Execution Delay,,Petroleum & Natural Gas,Maharashtra,1.183,0.214,7.302,0,36.0,Administrative & Inter-Agency Coordination,122,Medium
AUG-2003,2003,AUG,MonthlyFR_aug_2003.pdf,MOSPI_2003_IMPROVEDOI,"IMPROVED OIL RECOVERY PROJECT, GELEKI",,9/2001,3/2007,,3/2005,390.09,,390.09,0.0,0.0,0.88,0.23,0.23,0.0,0.0,Low,On Schedule,,Petroleum & Natural Gas,Multi-State / Central,1.0,0.002,5.969,0,66.0,On Schedule,0,Low
AUG-2003,2003,AUG,MonthlyFR_aug_2003.pdf,MOSPI_2003_PANIPATREF,PANIPAT REFINERY EXPANSION (IOCL),IOCL,8/1999,1/2005,,4/2005,3365.0,,4165.0,800.0,23.77,461.65,13.72,13.72,0.0,3.0,Medium,General Execution Delay,,Petroleum & Natural Gas,Haryana,1.238,0.137,8.121,0,65.0,Administrative & Inter-Agency Coordination,91,Medium
AUG-2003,2003,AUG,MonthlyFR_aug_2003.pdf,MOSPI_2003_DAHEJHAZIR,"DAHEJ-HAZIRA-URAN GAS PIPELINE, MULTISTATE",,12/2002,7/2005,,7/2005,1416.0,,1416.0,0.0,0.0,0.26,0.02,0.02,0.0,0.0,Low,On Schedule,,Petroleum & Natural Gas,Multi-State / Central,1.0,0.0,7.256,0,31.0,On Schedule,0,Low
AUG-2003,2003,AUG,MonthlyFR_aug_2003.pdf,MOSPI_2003_MSQUALITYU,MS QUALITY UPGRADATION FACILITIES AT HALDIA (IOCL),IOCL,5/2003,7/2005,,7/2005,359.0,,359.0,0.0,0.0,0.89,0.25,0.25,0.0,0.0,Low,On Schedule,,Petroleum & Natural Gas,West Bengal,1.0,0.002,5.886,0,26.0,On Schedule,0,Low
AUG-2003,2003,AUG,MonthlyFR_aug_2003.pdf,MOSPI_2003_INTEGRATED,INTEGRATED PARA- XYLENE(IOCL),IOCL,6/1999,8/2005,,8/2005,4228.0,,5104.0,876.0,20.72,680.09,16.09,16.09,0.0,0.0,Medium,On Schedule,,Petroleum & Natural Gas,Multi-State / Central,1.207,0.161,8.35,0,74.0,On Schedule,0,Medium
AUG-2003,2003,AUG,MonthlyFR_aug_2003.pdf,MOSPI_2003_MUMBAIHIGH,MUMBAI HIGH NORTH DEV(ONGCL),ONGCL,12/2000,12/2005,,12/2005,2929.4,,2929.4,0.0,0.0,956.14,32.64,32.64,0.0,0.0,Low,On Schedule,,Petroleum & Natural Gas,Maharashtra,1.0,0.326,7.983,0,60.0,On Schedule,0,Low
AUG-2003,2003,AUG,MonthlyFR_aug_2003.pdf,MOSPI_2003_IORLAKWALA,IOR LAKWA-LAKHMANI,,9/2001,3/2007,,3/2007,345.1,,345.1,0.0,0.0,0.39,0.11,0.11,0.0,0.0,Low,On Schedule,,Other Infrastructure,Multi-State / Central,1.0,0.001,5.847,0,66.0,On Schedule,0,Low
AUG-2003,2003,AUG,MonthlyFR_aug_2003.pdf,MOSPI_2003_MERAMUNDAL,MERAMUNDALI-JEYPORE 400 KV D/C LINE(P.GRID),P.GRID,10/2000,4/2003,,9/2003,166.51,,143.02,-23.49,-14.11,124.04,74.49,74.49,0.0,5.0,Low,General Execution Delay,,Power & Renewable Energy,Multi-State / Central,0.859,0.745,5.121,0,30.0,On Schedule,152,Low
AUG-2003,2003,AUG,MonthlyFR_aug_2003.pdf,MOSPI_2003_DULHASTIHY,DULHASTI HYDROELECTRIC PROJECT(NHPC),NHPC,11/1982,11/1990,,12/2003,183.45,,4227.92,4044.47,2204.67,3847.76,100.0,2097.44,1997.44,157.0,High,General Execution Delay,,Power & Renewable Energy,Multi-State / Central,10.0,10.0,5.217,1,96.0,Fund Constraint & Financial Stress,4773,High
AUG-2003,2003,AUG,MonthlyFR_aug_2003.pdf,MOSPI_2003_TRSYSTEMST,TR. SYSTEM STRENGTHENING IN BIHAR(P.GRID),P.GRID,8/2001,2/2004,,1/2004,162.88,,162.88,0.0,0.0,66.57,40.87,40.87,0.0,0.0,Low,On Schedule,,Power & Renewable Energy,Bihar,1.0,0.409,5.099,0,30.0,On Schedule,0,Low
AUG-2003,2003,AUG,MonthlyFR_aug_2003.pdf,MOSPI_2003_MADURAITHI,MADURAI- THIRUVANANTHAPURAM 400 KV D/C LINE(P.GRID),P.GRID,10/2000,10/2003,,2/2004,195.97,,195.97,0.0,0.0,124.85,63.71,63.71,0.0,4.0,Low,General Execution Delay,,Power & Renewable Energy,Tamil Nadu,1.0,0.637,5.283,0,36.0,On Schedule,122,Low
AUG-2003,2003,AUG,MonthlyFR_aug_2003.pdf,MOSPI_2003_TEHRITRSYS,TEHRI TR. SYSTEM(P.GRID),P.GRID,3/1994,3/1999,,3/2004,421.0,,702.29,281.29,66.81,623.41,100.0,148.08,48.08,60.0,High,General Execution Delay,,Power & Renewable Energy,Multi-State / Central,1.668,1.481,6.045,1,60.0,Fund Constraint & Financial Stress,1824,High
AUG-2003,2003,AUG,MonthlyFR_aug_2003.pdf,MOSPI_2003_KAHALGAONB,KAHALGAON- BIHARSHARIFF 400KV D/C LINE-II (P.GRID),P.GRID,12/2001,6/2004,,4/2004,135.77,,135.77,0.0,0.0,56.86,41.88,41.88,0.0,0.0,Low,On Schedule,,Power & Renewable Energy,Bihar,1.0,0.419,4.918,0,30.0,On Schedule,0,Low
AUG-2003,2003,AUG,MonthlyFR_aug_2003.pdf,MOSPI_2003_CHAMERAHEP,CHAMERA H.E. PROJECT ST-II (NHPC),NHPC,5/1999,5/2004,,5/2004,1684.02,,1684.02,0.0,0.0,1762.43,100.0,104.66,4.66,0.0,Low,On Schedule,,Power & Renewable Energy,Multi-State / Central,1.0,1.047,7.43,0,60.0,On Schedule,0,Low
AUG-2003,2003,AUG,MonthlyFR_aug_2003.pdf,MOSPI_2003_NATHPAJHAK,NATHPA JHAKRI H.E.P. (NJPC),NJPC,4/1989,4/1996,,7/2004,1678.02,,8656.61,6978.59,415.88,7490.98,100.0,446.42,346.42,99.0,High,General Execution Delay,,Other Infrastructure,Multi-State / Central,5.159,4.464,7.426,1,84.0,Fund Constraint & Financial Stress,3010,High
AUG-2003,2003,AUG,MonthlyFR_aug_2003.pdf,MOSPI_2003_ULDCSFOREA,ULDCS FOR EASTERN REGION (P.GRID),P.GRID,9/1998,9/2003,,12/2004,290.01,,396.51,106.5,36.72,141.22,48.69,48.69,0.0,15.0,Medium,General Execution Delay,,Power & Renewable Energy,Multi-State / Central,1.367,0.487,5.673,0,60.0,Administrative & Inter-Agency Coordination,456,Medium
AUG-2003,2003,AUG,MonthlyFR_aug_2003.pdf,MOSPI_2003_TALASILIGU,TALA-SILIGURI TRANSMISSION LINE (P.GRID),P.GRID,7/2002,10/2004,,12/2004,231.53,,231.53,0.0,0.0,28.36,12.25,12.25,0.0,2.0,Low,General Execution Delay,,Power & Renewable Energy,West Bengal,1.0,0.122,5.449,0,27.0,On Schedule,61,Low
AUG-2003,2003,AUG,MonthlyFR_aug_2003.pdf,MOSPI_2003_DHAULIGANG,DHAULIGANGA BAREILY LINE TRANSMISSION(P.GRID),P.GRID,1/2001,1/2005,,1/2005,150.53,,150.53,0.0,0.0,49.89,33.14,33.14,0.0,0.0,Low,On Schedule,,Power & Renewable Energy,Multi-State / Central,1.0,0.331,5.021,0,48.0,On Schedule,0,Low
AUG-2003,2003,AUG,MonthlyFR_aug_2003.pdf,MOSPI_2003_GAZUVAKAHV,GAZUVAKA HVDC BACK TO BACK PROJECT - II (500 MW),500 MW,1/2002,1/2005,,3/2005,769.25,,769.25,0.0,0.0,76.26,9.91,9.91,0.0,2.0,Low,General Execution Delay,,Power & Renewable Energy,Multi-State / Central,1.0,0.099,6.647,0,36.0,On Schedule,61,Low
AUG-2003,2003,AUG,MonthlyFR_aug_2003.pdf,MOSPI_2003_UNIFIEDLOA,UNIFIED LOAD DESPATCH & COMMUNICATION SCHEME W R (PR.GRID),PR.GRID,2/2001,2/2003,,6/2005,294.82,,226.71,-68.11,-23.1,50.57,17.15,17.15,0.0,28.0,High,General Execution Delay,,Power & Renewable Energy,Multi-State / Central,0.769,0.172,5.69,0,24.0,Contractor / Vendor Non-Performance,851,High
AUG-2003,2003,AUG,MonthlyFR_aug_2003.pdf,MOSPI_2003_RAMAGUNDAM,RAMAGUNDAM-III TRANSMISSION SYSTEM (P.GRID),P.GRID,8/2001,8/2005,,8/2005,390.12,,390.12,0.0,0.0,140.53,36.02,36.02,0.0,0.0,Low,On Schedule,,Power & Renewable Energy,Multi-State / Central,1.0,0.36,5.969,0,48.0,On Schedule,0,Low
AUG-2003,2003,AUG,MonthlyFR_aug_2003.pdf,MOSPI_2003_RAIPURCHAN,RAIPUR-CHANDRAPUR 400KV LINE (P.GRID),P.GRID,3/2003,12/2005,,12/2005,248.6,,248.6,0.0,0.0,6.89,2.77,2.77,0.0,0.0,Low,On Schedule,,Power & Renewable Energy,Chhattisgarh,1.0,0.028,5.52,0,33.0,On Schedule,0,Low
AUG-2003,2003,AUG,MonthlyFR_aug_2003.pdf,MOSPI_2003_RIHANDIITR,RIHAND - II TRANSMISSION (P.GRID),P.GRID,12/2002,12/2005,,12/2005,1044.44,,1044.44,0.0,0.0,54.62,5.23,5.23,0.0,0.0,Low,On Schedule,,Power & Renewable Energy,Multi-State / Central,1.0,0.052,6.952,0,36.0,On Schedule,0,Low
AUG-2003,2003,AUG,MonthlyFR_aug_2003.pdf,MOSPI_2003_TALCHERSTP,TALCHER STPP ST- II(NTPC),NTPC,1/1999,2/2006,,2/2006,6648.83,,6652.22,3.39,0.05,3612.86,54.34,54.34,0.0,0.0,Low,On Schedule,,Power & Renewable Energy,Multi-State / Central,1.001,0.543,8.802,0,85.0,On Schedule,0,Low
AUG-2003,2003,AUG,MonthlyFR_aug_2003.pdf,MOSPI_2003_RIHANDSTPP,RIHAND STPP ST - II(NTPC),NTPC,5/2001,5/2006,,5/2006,3384.77,,3384.77,0.0,0.0,934.57,27.61,27.61,0.0,0.0,Low,On Schedule,,Power & Renewable Energy,Multi-State / Central,1.0,0.276,8.127,0,60.0,On Schedule,0,Low
AUG-2003,2003,AUG,MonthlyFR_aug_2003.pdf,MOSPI_2003_DULHASTICO,DULHASTI COMBINED TR.SYSTEM(P.GRID),P.GRID,7/2002,7/2006,,7/2006,567.05,,567.05,0.0,0.0,230.52,40.65,40.65,0.0,0.0,Low,On Schedule,,Power & Renewable Energy,Multi-State / Central,1.0,0.407,6.342,0,48.0,On Schedule,0,Low
AUG-2003,2003,AUG,MonthlyFR_aug_2003.pdf,MOSPI_2003_VINDHYACHA,VINDHYACHAL STPP ST.- III (NTPC),NTPC,2/2003,8/2007,,8/2007,4125.0,,4125.0,0.0,0.0,240.51,5.83,5.83,0.0,0.0,Low,On Schedule,,Power & Renewable Energy,Multi-State / Central,1.0,0.058,8.325,0,54.0,On Schedule,0,Low
AUG-2003,2003,AUG,MonthlyFR_aug_2003.pdf,MOSPI_2003_NORTHEASTI,NORTH-EAST INDIRA GANDHI REGIONAL INSTITUTE OF H & MS,,5/1986,3/1999,,3/2005,71.18,,422.6,351.42,493.71,88.83,100.0,124.8,24.8,72.0,High,General Execution Delay,,Other Infrastructure,Multi-State / Central,5.937,1.248,4.279,1,154.0,Fund Constraint & Financial Stress,2189,High
AUG-2003,2003,AUG,MonthlyFR_aug_2003.pdf,MOSPI_2003_NATIONALIN,"NATIONAL INSTITUTE OF BIOLOGICALS, NOIDA",,3/1992,9/1998,,3/2005,69.74,,269.24,199.5,286.06,109.66,100.0,157.24,57.24,78.0,High,General Execution Delay,,Other Infrastructure,Delhi & NCR,3.861,1.572,4.259,1,78.0,Fund Constraint & Financial Stress,2371,High
AUG-2003,2003,AUG,MonthlyFR_aug_2003.pdf,MOSPI_2003_UDHNAJALGA,UDHNA-JALGAON(RE),RE,3/1997,3/2002,,3/2003,124.39,,140.98,16.59,13.34,108.9,87.55,87.55,0.0,12.0,Medium,General Execution Delay,,Other Infrastructure,Multi-State / Central,1.133,0.875,4.831,0,60.0,Administrative & Inter-Agency Coordination,365,Medium
AUG-2003,2003,AUG,MonthlyFR_aug_2003.pdf,MOSPI_2003_MIRAJLATUR,MIRAJ-LATUR ROAD,,4/1993,3/2001,,7/2003,225.0,,332.34,107.34,47.71,174.01,77.34,77.34,0.0,28.0,High,General Execution Delay,,Road Transport & Highways,Multi-State / Central,1.477,0.773,5.421,0,95.0,Land Acquisition & Right of Way,851,High
AUG-2003,2003,AUG,MonthlyFR_aug_2003.pdf,MOSPI_2003_TIRUMALAIV,TIRUMALAI - VELLACHERI EXTN. OF MRTS (MTP),MTP,4/1996,3/2002,,9/2003,605.7,,691.04,85.34,14.09,497.81,82.19,82.19,0.0,18.0,Medium,General Execution Delay,,Urban Metro & Transit,Multi-State / Central,1.141,0.822,6.408,0,71.0,Land Acquisition & Right of Way,547,Medium
AUG-2003,2003,AUG,MonthlyFR_aug_2003.pdf,MOSPI_2003_GONDIAJABA,GONDIA-JABALPUR (SECR),SECR,2/1997,3/1998,,12/2003,356.0,,511.86,155.86,43.78,59.94,16.84,16.84,0.0,69.0,High,General Execution Delay,,Other Infrastructure,Madhya Pradesh,1.438,0.168,5.878,0,13.0,Scope & Engineering Design Modifications,2098,High
AUG-2003,2003,AUG,MonthlyFR_aug_2003.pdf,MOSPI_2003_JAMMUTAWIU,JAMMU-TAWI UDHAMPUR NEW LINE (NR),NR,3/1981,3/1994,,3/2004,50.0,,479.0,429.0,858.0,438.36,100.0,876.72,776.72,120.0,High,General Execution Delay,,Railways,Jammu & Kashmir,9.58,8.767,3.932,1,156.0,Land Acquisition & Right of Way,3648,High
AUG-2003,2003,AUG,MonthlyFR_aug_2003.pdf,MOSPI_2003_PANVELKARJ,"PANVEL-KARJAT(NL),CR",NL,2/1996,3/1997,,3/2004,89.0,,137.44,48.44,54.43,96.25,100.0,108.15,8.15,84.0,High,General Execution Delay,,Other Infrastructure,Multi-State / Central,1.544,1.081,4.5,0,13.0,Scope & Engineering Design Modifications,2554,High
AUG-2003,2003,AUG,MonthlyFR_aug_2003.pdf,MOSPI_2003_BELAPURSEA,BELAPUR-SEAWOOD- URAN ELECTRIFIED DOUBLE LINE,,3/1996,3/2004,,3/2004,401.81,,495.44,93.63,23.3,43.33,10.78,10.78,0.0,0.0,Medium,On Schedule,,Other Infrastructure,Multi-State / Central,1.233,0.108,5.998,0,96.0,On Schedule,0,Medium
AUG-2003,2003,AUG,MonthlyFR_aug_2003.pdf,MOSPI_2003_KUPPAMWHIT,KUPPAM-WHITEFIELD DOUBLING(SWR),SWR,3/1992,3/1996,,3/2004,108.11,,137.49,29.38,27.18,107.2,99.16,99.16,0.0,96.0,High,General Execution Delay,,Railways,Multi-State / Central,1.272,0.992,4.692,0,48.0,Land Acquisition & Right of Way,2918,High
AUG-2003,2003,AUG,MonthlyFR_aug_2003.pdf,MOSPI_2003_SURENDRANA,SURENDRANAGAR- BHAVANAGAR,,3/1997,3/2004,,3/2004,437.4,,522.64,85.24,19.49,394.43,90.18,90.18,0.0,0.0,Medium,On Schedule,,Other Infrastructure,Multi-State / Central,1.195,0.902,6.083,0,84.0,On Schedule,0,Medium
AUG-2003,2003,AUG,MonthlyFR_aug_2003.pdf,MOSPI_2003_REINGUNTAG,REINGUNTA-GUNTAKAL (RVNL),RVNL,6/2000,4/2003,,3/2004,168.34,,168.34,0.0,0.0,19.71,11.71,11.71,0.0,11.0,Medium,General Execution Delay,,Railways,Multi-State / Central,1.0,0.117,5.132,0,34.0,Administrative & Inter-Agency Coordination,334,Medium
AUG-2003,2003,AUG,MonthlyFR_aug_2003.pdf,MOSPI_2003_NEWJALPAIG,NEW JALPAIGURI - SILIGURI - NEW BONGAIGAON,,11/1998,3/2003,,5/2004,536.85,,723.0,186.15,34.67,478.36,89.1,89.1,0.0,14.0,Medium,General Execution Delay,,Other Infrastructure,Assam,1.347,0.891,6.288,0,52.0,Administrative & Inter-Agency Coordination,426,Medium
AUG-2003,2003,AUG,MonthlyFR_aug_2003.pdf,MOSPI_2003_HOSPETGUNT,HOSPET-GUNTAKAL LINE DOUBLING,,3/1996,12/1999,,6/2004,105.22,,154.14,48.92,46.49,61.23,58.19,58.19,0.0,54.0,High,General Execution Delay,,Railways,Multi-State / Central,1.465,0.582,4.666,0,45.0,Land Acquisition & Right of Way,1642,High
AUG-2003,2003,AUG,MonthlyFR_aug_2003.pdf,MOSPI_2003_ELECTRIFIC,ELECTRIFICATION OF ERNAKULAM- TRIVANDRUM (RE),RE,5/2001,8/2003,,12/2004,162.03,,162.03,0.0,0.0,68.12,42.04,42.04,0.0,16.0,Medium,General Execution Delay,,Railways,Multi-State / Central,1.0,0.42,5.094,0,27.0,Administrative & Inter-Agency Coordination,486,Medium
AUG-2003,2003,AUG,MonthlyFR_aug_2003.pdf,MOSPI_2003_FREIGHTOPE,FREIGHT OPERATIONS INFORMATION SYSTEM,,3/1984,3/1995,,12/2004,520.0,,426.12,-93.88,-18.05,275.39,52.96,52.96,0.0,117.0,High,General Execution Delay,,Other Infrastructure,Multi-State / Central,0.819,0.53,6.256,0,132.0,Administrative & Inter-Agency Coordination,3557,High
AUG-2003,2003,AUG,MonthlyFR_aug_2003.pdf,MOSPI_2003_DAITARIKEO,DAITARI-KEONJHAR- BANSPANI NEW LINE(ECOR) (RVNL),ECOR,3/1993,12/1997,,12/2004,242.5,,590.6,348.1,143.55,369.48,100.0,152.36,52.36,84.0,High,General Execution Delay,,Railways,Multi-State / Central,2.435,1.524,5.495,1,57.0,Land Acquisition & Right of Way,2554,High
AUG-2003,2003,AUG,MonthlyFR_aug_2003.pdf,MOSPI_2003_BORIVILIVI,"BORIVILI-VIRAR QUADRUPLING,WR (MTP)",MTP,4/1995,3/2004,,3/2005,325.47,,383.94,58.47,17.96,221.4,68.02,68.02,0.0,12.0,Medium,General Execution Delay,,Other Infrastructure,Multi-State / Central,1.18,0.68,5.788,0,107.0,Administrative & Inter-Agency Coordination,365,Medium
AUG-2003,2003,AUG,MonthlyFR_aug_2003.pdf,MOSPI_2003_AMBALAMORA,AMBALA-MORADABAD,,3/1993,3/1998,,3/2005,152.21,,157.75,5.54,3.64,143.16,94.05,94.05,0.0,84.0,High,General Execution Delay,,Other Infrastructure,Multi-State / Central,1.036,0.941,5.032,0,60.0,Administrative & Inter-Agency Coordination,2554,High
AUG-2003,2003,AUG,MonthlyFR_aug_2003.pdf,MOSPI_2003_AGRAFORTBA,"AGRAFORT-BANDIKUI,GC PHASE (NWR)",NWR,4/1995,3/1997,,3/2005,88.73,,161.03,72.3,81.48,39.38,44.38,44.38,0.0,96.0,High,General Execution Delay,,Other Infrastructure,Uttar Pradesh,1.815,0.444,4.497,0,23.0,Scope & Engineering Design Modifications,2918,High
AUG-2003,2003,AUG,MonthlyFR_aug_2003.pdf,MOSPI_2003_THANETURBH,THANE-TURBHE-NERUL- VASHI,,5/1992,3/2000,,3/2005,403.39,,403.39,0.0,0.0,280.73,69.59,69.59,0.0,60.0,High,General Execution Delay,,Other Infrastructure,Maharashtra,1.0,0.696,6.002,0,94.0,Administrative & Inter-Agency Coordination,1824,High
AUG-2003,2003,AUG,MonthlyFR_aug_2003.pdf,MOSPI_2003_AMRAVATINA,AMRAVATI-NARKHER NEW LINE PROJECT,,6/1994,6/1999,,3/2005,120.9,,284.27,163.37,135.13,82.85,68.53,68.53,0.0,69.0,High,General Execution Delay,,Railways,Multi-State / Central,2.351,0.685,4.803,0,60.0,Land Acquisition & Right of Way,2098,High
AUG-2003,2003,AUG,MonthlyFR_aug_2003.pdf,MOSPI_2003_TAMLUKDIGH,"TAMLUK-DIGHA(NL),SER",NL,3/1984,3/1997,,3/2005,43.72,,293.97,250.25,572.39,235.09,100.0,537.72,437.72,96.0,High,General Execution Delay,,Other Infrastructure,Multi-State / Central,6.724,5.377,3.8,1,156.0,Fund Constraint & Financial Stress,2918,High
AUG-2003,2003,AUG,MonthlyFR_aug_2003.pdf,MOSPI_2003_ARSIKEREHA,"ARSIKERE-HASSAN- MANGALORE(GC),SWR",GC,4/1995,3/1996,,3/2005,186.16,,312.42,126.26,67.82,219.62,100.0,117.97,17.97,108.0,High,General Execution Delay,,Other Infrastructure,Karnataka,1.678,1.18,5.232,1,11.0,Fund Constraint & Financial Stress,3283,High
AUG-2003,2003,AUG,MonthlyFR_aug_2003.pdf,MOSPI_2003_DEOGHARDUM,DEOGHAR-DUMKA NEW BROAD GAUGE LINE,,2/1999,12/2006,,2/2006,180.73,,180.73,0.0,0.0,21.43,11.86,11.86,0.0,0.0,Low,On Schedule,,Road Transport & Highways,Multi-State / Central,1.0,0.119,5.203,0,94.0,On Schedule,0,Low
AUG-2003,2003,AUG,MonthlyFR_aug_2003.pdf,MOSPI_2003_DLWGM40003,DLW GM 4000/3000 HP DIESEL LOCOS,,4/1999,3/2003,,3/2006,155.54,,141.22,-14.32,-9.21,8.01,5.15,5.15,0.0,36.0,High,General Execution Delay,,Other Infrastructure,Multi-State / Central,0.908,0.051,5.053,0,47.0,Contractor / Vendor Non-Performance,1094,High
AUG-2003,2003,AUG,MonthlyFR_aug_2003.pdf,MOSPI_2003_KODERMARAN,KODERMA-RANCHI VIA HAZARIBAGH AND BARKAKHANA,,3/1999,7/2005,,3/2006,491.19,,1028.0,536.81,109.29,149.35,30.41,30.41,0.0,8.0,High,General Execution Delay,,Other Infrastructure,Jharkhand,2.093,0.304,6.199,0,76.0,Administrative & Inter-Agency Coordination,243,High
AUG-2003,2003,AUG,MonthlyFR_aug_2003.pdf,MOSPI_2003_CHENNAIBEA,CHENNAI BEACH- CHENGALPATTU VIA TAMBARAM(MTP),MTP,4/1999,4/2004,,12/2006,464.99,,610.44,145.45,31.28,184.15,39.6,39.6,0.0,32.0,High,General Execution Delay,,Other Infrastructure,Tamil Nadu,1.313,0.396,6.144,0,60.0,Scope & Engineering Design Modifications,973,High
AUG-2003,2003,AUG,MonthlyFR_aug_2003.pdf,MOSPI_2003_RAJKOTVERA,RAJKOT-VERAVAL SOMNATH SECTION MATERIAL TO WANSJALIYA,,4/1992,3/1996,,3/2007,112.53,,359.8,247.27,219.74,135.63,100.0,120.53,20.53,132.0,High,General Execution Delay,,Other Infrastructure,Gujarat,3.197,1.205,4.732,1,47.0,Fund Constraint & Financial Stress,4013,High
AUG-2003,2003,AUG,MonthlyFR_aug_2003.pdf,MOSPI_2003_HOWRAHAMTA,HOWRAH-AMTA- CHAMPADANGA,,4/1974,3/2007,,3/2007,31.42,,154.3,122.88,391.09,62.24,100.0,198.09,98.09,0.0,High,On Schedule,,Other Infrastructure,West Bengal,4.911,1.981,3.479,1,240.0,On Schedule,0,High
AUG-2003,2003,AUG,MonthlyFR_aug_2003.pdf,MOSPI_2003_KUMARGHATA,KUMARGHAT-AGARTALA,,4/1996,3/2007,,3/2007,575.0,,895.0,320.0,55.65,273.57,47.58,47.58,0.0,0.0,High,On Schedule,,Other Infrastructure,Multi-State / Central,1.557,0.476,6.356,0,131.0,On Schedule,0,High
AUG-2003,2003,AUG,MonthlyFR_aug_2003.pdf,MOSPI_2003_TOLLYGANJG,TOLLYGANJ-GARIA,,3/2000,12/2006,,6/2007,907.69,,907.69,0.0,0.0,128.23,14.13,14.13,0.0,6.0,Low,General Execution Delay,,Other Infrastructure,Multi-State / Central,1.0,0.141,6.812,0,81.0,On Schedule,182,Low
AUG-2003,2003,AUG,MonthlyFR_aug_2003.pdf,MOSPI_2003_JALANDHARP,JALANDHAR- PATHANKOT-JAMMU TAWI,,3/2002,6/2007,,6/2007,409.0,,409.0,0.0,0.0,62.02,15.16,15.16,0.0,0.0,Low,On Schedule,,Other Infrastructure,Punjab,1.0,0.152,6.016,0,63.0,On Schedule,0,Low
AUG-2003,2003,AUG,MonthlyFR_aug_2003.pdf,MOSPI_2003_UDHAMPURSR,UDHAMPUR-SRINAGAR- BARAMULLA,,3/1995,3/2001,,8/2007,2500.0,,3564.0,1064.0,42.56,897.13,35.89,35.89,0.0,77.0,High,General Execution Delay,,Other Infrastructure,Jammu & Kashmir,1.426,0.359,7.824,0,72.0,Scope & Engineering Design Modifications,2341,High
AUG-2003,2003,AUG,MonthlyFR_aug_2003.pdf,MOSPI_2003_MACHERLANA,MACHERLA-NALGONDA,,7/1998,7/2008,,7/2008,125.0,,265.67,140.67,112.54,0.1,0.08,0.08,0.0,0.0,High,On Schedule,,Other Infrastructure,Multi-State / Central,2.125,0.001,4.836,0,120.0,On Schedule,0,High
AUG-2003,2003,AUG,MonthlyFR_aug_2003.pdf,MOSPI_2003_BRAHAMAPUT,"BRAHAMAPUTRA BRIDGE AT BOGIBIL WITH LINK LINES,NEFR",,4/1996,4/2008,,9/2008,1000.0,,1767.0,767.0,76.7,85.8,8.58,8.58,0.0,5.0,High,General Execution Delay,,Other Infrastructure,Multi-State / Central,1.767,0.086,6.909,0,144.0,Administrative & Inter-Agency Coordination,152,High
AUG-2003,2003,AUG,MonthlyFR_aug_2003.pdf,MOSPI_2003_WESTERLYDI,WESTERLY DIVERSION (GQ) KM.0-KM.34.25 (NH-4),GQ,4/2000,8/2002,,8/2003,109.38,,109.38,0.0,0.0,151.5,100.0,138.51,38.51,12.0,Medium,General Execution Delay,,Road Transport & Highways,Multi-State / Central,1.0,1.385,4.704,1,28.0,Administrative & Inter-Agency Coordination,365,Medium
AUG-2003,2003,AUG,MonthlyFR_aug_2003.pdf,MOSPI_2003_KAIJALIMAN,KAIJALI-MANOR (GQ) KM.381.6-KM.439 (NH-8),GQ,4/2000,10/2003,,10/2003,192.71,,192.71,0.0,0.0,232.7,100.0,120.75,20.75,0.0,Low,On Schedule,,Road Transport & Highways,Multi-State / Central,1.0,1.208,5.266,1,42.0,On Schedule,0,Low
AUG-2003,2003,AUG,MonthlyFR_aug_2003.pdf,MOSPI_2003_GOWTHAMIGU,GOWTHAMI- GUNDUGOLANU (GQ) KM.164.5-KM.80 (NH-5),GQ,4/2000,2/2004,,10/2003,323.35,,323.35,0.0,0.0,278.9,86.25,86.25,0.0,0.0,Low,On Schedule,,Road Transport & Highways,Multi-State / Central,1.0,0.863,5.782,0,46.0,On Schedule,0,Low
AUG-2003,2003,AUG,MonthlyFR_aug_2003.pdf,MOSPI_2003_CHILKAURIP,CHILKAURIPET-ONGOLE (GQ) KM.357.9-KM.291 (NH- 5),GQ,4/2000,12/2003,,12/2003,319.21,,319.21,0.0,0.0,131.2,41.1,41.1,0.0,0.0,Low,On Schedule,,Other Infrastructure,Multi-State / Central,1.0,0.411,5.769,0,44.0,On Schedule,0,Low
AUG-2003,2003,AUG,MonthlyFR_aug_2003.pdf,MOSPI_2003_NELLORETAD,NELLORE-TADA (GQ) KM.163.6-KM.52.8 (NH-5),GQ,4/2000,12/2003,,12/2003,621.35,,621.35,0.0,0.0,585.9,94.29,94.29,0.0,0.0,Low,On Schedule,,Road Transport & Highways,Multi-State / Central,1.0,0.943,6.434,0,44.0,On Schedule,0,Low
